Pregunta,Respuesta
"¿Qué sucede con la organización estudiantil que pierde el reconocimiento institucional?","Una organización que pierde el reconocimiento no puede postular como organización en el año siguiente y no puede realizar actividades extraoficiales durante ese periodo."
"¿Cómo se cancela el reconocimiento de una organización estudiantil?","El reconocimiento se cancela por varios motivos, como calificación deficiente, no actuar de acuerdo con los fines para los que se formó, transgredir la normativa, o incumplir con las reglas establecidas en el reglamento."
"¿Qué implica la declaración de cancelación del reconocimiento de una organización estudiantil?","La declaración de cancelación es emitida por el Director General de UTEC y es inapelable."
"¿Qué ocurre si una organización estudiantil incumple el reglamento?","Si una organización estudiantil incumple el reglamento, el presidente y los miembros implicados serán responsables y podrían enfrentar un procedimiento disciplinario."
"¿Qué conductas se consideran infracciones según el reglamento?","Infracciones incluyen faltas de respeto a miembros, incumplimiento de compromisos, uso indebido del nombre de la organización sin autorización, y realizar actividades de proselitismo político, entre otras."
"¿Cuáles son las sanciones aplicables por infracciones?","Las sanciones pueden ser amonestación verbal o escrita, y en casos de infracciones muy graves, la exclusión definitiva de la organización."
"¿Cómo se resuelven las infracciones del reglamento?","El Consejo Directivo resuelve infracciones en primera instancia y la asamblea en segunda instancia."
"¿Qué constituye el patrimonio de la organización estudiantil?","El patrimonio está constituido por todos los fondos obtenidos por donaciones o ingresos para cumplir con sus objetivos."
"¿Cómo se utiliza el patrimonio y fondos de la organización?","El patrimonio y fondos deben ser utilizados exclusivamente para lograr los objetivos de la organización."
"¿Cuál es el procedimiento para disolver una organización estudiantil?","Para disolver la organización, se requiere la asistencia de más del 50% de sus miembros en primera convocatoria y los acuerdos se adoptan con el voto de más del 50% de los miembros asistentes."
"¿Qué ocurre con el haber neto de la organización tras su disolución?","Tras la disolución y liquidación del patrimonio, el haber neto se donará a una organización estudiantil con fines similares, según acuerde la Asamblea General."
"¿Qué sucede si una organización estudiantil incumple el estatuto u otras normativas de UTEC?","El presidente y miembros implicados serán responsables y podrían enfrentar un procedimiento disciplinario."
"¿Cómo se manejan las situaciones no previstas en el reglamento?","Situaciones no previstas y conflictos de interpretación serán resueltos en única instancia por el Director General de UTEC."
"¿Cuál es el procedimiento para elegir a los miembros del Consejo Directivo?","Los miembros del Consejo Directivo son elegidos mediante un proceso establecido en el estatuto, respetando los criterios de elegibilidad y duración del mandato."
"¿Cuál es el objeto del Reglamento de Crédito Educativo?","Regula las condiciones generales, términos y disposiciones del Sistema de Crédito Educativo para estudiantes y egresados de la UTEC."
"¿A quién se aplica el Reglamento de Crédito Educativo?","A estudiantes de pregrado, egresados, responsables de pagos de pensiones y/o crédito educativo, y a los garantes."
"¿Qué es un Contrato de Crédito Educativo con Fianza Solidaria?","Es el documento que formaliza el crédito educativo otorgado al estudiante."
"¿Cuáles son las modalidades de crédito educativo ofrecidas?","Son del 25%, 50% y 75% del valor total de créditos académicos para aplicar en la pensión de estudios."
"¿Qué requisitos debe cumplir un estudiante para solicitar el crédito educativo?","Ser estudiante de pregrado de UTEC, estar en la escala de pago más baja, tener una condición económica familiar que no le permita afrontar el pago de su pensión, tener buen rendimiento académico y conducta, ser menor de 23 años, no ser egresado de educación superior, tener dos garantes y cumplir con otros requisitos establecidos por UTEC."
"¿Cómo se realiza la solicitud del crédito educativo?","El estudiante debe presentar una carpeta de crédito educativo con todos los documentos requeridos por UTEC, incluyendo los documentos sustentatorios de su condición económica y los documentos probatorios de la solvencia económica de los garantes."
"¿Qué hace el Comité de Crédito Educativo?","El Comité del Crédito Educativo aprueba o desaprueba las solicitudes de crédito educativo y fija el porcentaje de crédito con el que el estudiante beneficiario puede efectuar su matrícula."
"¿Qué se necesita para formalizar el crédito educativo?","Los estudiantes beneficiarios deben firmar un Contrato de Crédito Educativo con Fianza Solidaria, junto con sus padres o tutores si son menores de edad, sus garantes y los representantes de UTEC. También se debe firmar un pagaré, el Convenio de Integración del Título-Valor, la Hoja Resumen, los compromisos de honor y el Reglamento."
"¿Qué es la garantía solidaria para el crédito educativo?","Es la garantía solidaria irrevocable e ilimitada, sin beneficio de excusión, proporcionada por dos garantes con solvencia económica comprobable."
"¿Qué sucede si se incumple con informar cambios de información relevante a UTEC?","Constituye incumplimiento de las condiciones del crédito educativo y puede llevar a la pérdida del crédito obtenido."
"¿Qué sucede si un garante fallece o su situación patrimonial cambia?","Si un garante fallece o su situación patrimonial ya no garantiza las obligaciones del estudiante, éste debe reemplazarlo por otro garante con solvencia económica, previa autorización de UTEC, en un plazo máximo de 30 días."
"¿Qué deben hacer los obligados si hay cambios en su información personal o patrimonial?","Deben comunicar a UTEC cualquier cambio en su información personal o patrimonial dentro de 15 días hábiles; el incumplimiento puede llevar a la pérdida del crédito educativo."
"¿Cuáles son las condiciones para mantener el crédito educativo?","El estudiante debe aprobar todas las asignaturas de cada ciclo, mantener buena conducta y cumplir con las demás obligaciones establecidas para el beneficio."
"¿Cómo se realiza el otorgamiento y valoración del crédito educativo?","Se otorga según la modalidad aprobada por UTEC, con el valor del crédito definido por el porcentaje otorgado respecto al valor de los créditos académicos."
"¿Qué pasa con los créditos matriculados no financiados?","Los obligados deben pagar puntualmente el monto no incluido en el crédito; de lo contrario, se aplicarán las consecuencias establecidas en el Reglamento de Pensiones."
"¿Cómo se comprometen los obligados a devolver el crédito educativo?","Se comprometen a devolver el crédito de acuerdo al valor del crédito académico actualizado a la fecha de pago."
"¿Cuáles son los plazos máximos y montos mínimos de devolución del crédito educativo?","El plazo máximo es de 10 años desde que la deuda se vuelve exigible, con montos mínimos que varían año a año según el esquema establecido."
"¿Se pueden realizar pagos voluntarios para amortizar la deuda del crédito educativo?","Sí, se pueden realizar pagos voluntarios en cualquier momento y por cualquier importe para amortizar la deuda, considerando el valor del crédito académico vigente."
"¿Qué sucede en caso de incumplimiento del pago del crédito educativo?","El incumplimiento conlleva la aplicación de intereses moratorios y compensatorios, y otras consecuencias establecidas en el Reglamento."
"¿Cuáles son las consecuencias para los estudiantes con deuda de créditos matriculados no financiados?","No recibirán constancias o certificados del ciclo no pagado, no podrán matricularse en el ciclo siguiente hasta cancelar su deuda, y UTEC puede informar a las Centrales de Riesgo."
"¿Qué sucede si se solicita el retiro del ciclo académico o la reserva de matrícula?","Se pierde el derecho al crédito educativo si no se tramita el reingreso dentro de los siguientes 2 ciclos académicos."
"¿Qué ocurre si un estudiante es retirado de UTEC o hace abandono?","Pierde el derecho al crédito educativo."
"¿Qué sucede si un estudiante es sancionado por infracción grave o muy grave?","Pierde el derecho al crédito educativo."
"¿Qué implica incumplir alguna condición del crédito educativo?","Conlleva la pérdida del derecho al crédito educativo."
"¿Cómo se realiza el pago en caso de pérdida del crédito educativo?","Debe realizarse dentro de un plazo máximo de 6 meses o 10 días hábiles, dependiendo de la causal específica."
"¿Qué consecuencias enfrenta un estudiante por incumplimiento del pago del crédito educativo?","Aplicación de intereses moratorios y compensatorios, así como otras consecuencias establecidas en el Reglamento."
"¿Existe alguna excepción para estudiantes que han perdido el crédito educativo?","Pueden solicitar un plazo adicional para la devolución del crédito, sujeto a la aprobación de UTEC."
"¿Cómo se gestionan los cambios en la modalidad del crédito educativo?","El estudiante puede solicitar cambios cada ciclo académico, sujetos a evaluación e inapelables por parte de UTEC."
"¿Qué sucede en caso de suspensión del crédito educativo?","Procede a solicitud del estudiante o por decisión de UTEC y se presenta en casos como mejora en la condición económica, desaprobación de asignaturas o retiros por salud."
"¿Cómo se maneja la reactivación del crédito educativo?","El estudiante cuyo crédito fue suspendido puede solicitar su reactivación, sujeta a la aprobación de UTEC."
"¿Qué sucede si se detecta falsificación o inexactitud en la información proporcionada?","Constituye un incumplimiento de las condiciones del crédito educativo, pudiendo aplicarse la pérdida del crédito y otras acciones legales."
"¿Qué es necesario para garantizar el crédito educativo?","Se requiere la garantía solidaria irrevocable e ilimitada de dos garantes con solvencia económica comprobable."
"¿Cómo deben proceder los obligados en caso de cambios personales o patrimoniales?","Deben informar a UTEC cualquier cambio relevante en un plazo de 15 días hábiles; el incumplimiento puede resultar en la pérdida del crédito."
"¿Cuáles son las obligaciones para mantener el beneficio del crédito educativo?","El estudiante debe aprobar todas las asignaturas de cada ciclo, mantener buena conducta y cumplir con las obligaciones establecidas."
"¿Cómo se determina el valor del crédito educativo otorgado?","El valor se define por el porcentaje otorgado respecto al valor de los créditos académicos y se actualiza según las modificaciones de UTEC."
"¿Qué responsabilidad tienen los obligados con los créditos matriculados no financiados?","Deben pagar puntualmente el monto no incluido en el crédito; de lo contrario, se aplican las consecuencias del Reglamento de Pensiones."
"¿Cómo se comprometen los obligados a devolver el crédito educativo?","Deben devolver el crédito según el valor actualizado del crédito académico a la fecha de pago, dentro de los plazos máximos establecidos."
"¿Se permiten pagos voluntarios para amortizar la deuda del crédito educativo?","Sí, se pueden realizar pagos voluntarios en cualquier momento y por cualquier importe, considerando el valor del crédito académico vigente."
"¿Cuáles son las consecuencias del incumplimiento de pago del crédito educativo?","Se aplican intereses moratorios y compensatorios, y otras consecuencias según lo establecido en el Reglamento."
"¿Qué ocurre si un estudiante con deuda de créditos no financiados no paga?","No recibirá constancias o certificados del ciclo no pagado, no podrá matricularse en el siguiente ciclo y UTEC puede informar a las Centrales de Riesgo."
"¿Qué sucede si un estudiante con crédito educativo solicita un cambio de modalidad?","Puede solicitarlo cada ciclo académico, sujeto a evaluación e inapelable por parte de UTEC."
"¿Qué ocurre en caso de suspensión del crédito educativo?","Se presenta en casos como mejora en la condición económica, desaprobación de asignaturas, o retiros por salud, y es sujeto a criterio de UTEC."
"¿Cómo se maneja la reactivación del crédito educativo?","El estudiante puede solicitar la reactivación del crédito suspendido, sujeta a la aprobación de UTEC."
"¿Qué es la recuperación de crédito educativo?","Si un estudiante suspendido por desaprobación de asignaturas demuestra buen rendimiento académico, puede solicitar la recuperación del crédito."
"¿Cómo se realizan las evaluaciones económicas periódicas a los beneficiarios del crédito educativo?","UTEC se reserva el derecho de efectuar estas evaluaciones y puede modificar, suspender o dejar sin efecto los créditos otorgados."
"¿Cuáles son las causales de pérdida del crédito educativo?","Incluyen solicitar retiro del ciclo académico o de UTEC, hacer abandono, ser sancionado por infracciones graves, o incumplir alguna condición del crédito."
"¿Cómo se realiza el pago ante la pérdida del crédito educativo?","La devolución total del crédito perdido se realiza dentro de 6 meses o 10 días hábiles, según la causal específica."
"¿Qué sucede en caso de incumplimiento del pago del crédito educativo?","Se aplicarán intereses moratorios y compensatorios, y otras consecuencias según el Reglamento."
"¿Existe alguna excepción para estudiantes que han perdido el crédito educativo?","Pueden solicitar un plazo adicional para la devolución del crédito, sujeto a la aprobación de UTEC."
"¿Qué se entiende por pagos debidos en el contexto del crédito educativo?","Son aquellos realizados en las cuentas bancarias de UTEC y tienen carácter cancelatorio sin reajustes posteriores."
"¿Cuál es el objeto del Reglamento de Admisión?","Regular el proceso de admisión a Pregrado en la Universidad de Ingeniería y Tecnología."
"¿Quiénes deben cumplir las disposiciones del Reglamento?","Todos los postulantes, el personal administrativo y autoridades de UTEC."
"¿Qué se entiende por 'Postulante' según el reglamento?","Persona inscrita en alguna modalidad de admisión establecida por UTEC."
"¿Cuál es la definición de 'Ingresante'?","Postulante que aprueba todas las evaluaciones y ocupa una vacante."
"¿Qué significa 'Incorporado' en el contexto del reglamento?","Ingresante que confirma su vacante y completa la documentación requerida."
"¿Cómo se define a un 'Estudiante UTEC'?","Incorporado que ya cuenta con un horario de clases establecido."
"¿Qué representa UTEC en el reglamento?","La Universidad de Ingeniería y Tecnología."
"¿Cuál es la finalidad del proceso de admisión?","Convocar, informar, inscribir, evaluar y seleccionar postulantes con aptitud vocacional."
"¿Quién aprueba el número de vacantes por carrera?","El Director General Académico."
"¿Qué entidad está a cargo del proceso de admisión?","La Oficina de Procesos Académicos de Admisión."
"¿Cuáles son las modalidades de admisión que ofrece UTEC?","Examen de admisión, admisión por traslado externo y admisión por convenio internacional."
"¿Qué requisitos debe cumplir un postulante por traslado externo?","Haber cursado al menos dos semestres académicos en otra universidad y no haber sido separado por motivos disciplinarios."
"¿En qué consiste la admisión por convenio internacional?","Es una modalidad para postulantes de universidades extranjeras con las que UTEC tiene convenio."
"¿Cuál es el proceso para inscribirse en el examen de admisión?","Completar el formulario de inscripción y pagar los derechos correspondientes."
"¿Qué sucede si un postulante proporciona datos falsos?","Se anula su postulación o matrícula, y puede ser sancionado según el reglamento."
"¿Puede un postulante que ha sido expulsado por motivos disciplinarios postular nuevamente?","No, no puede postular nuevamente a UTEC."
"¿Qué pasa si un postulante no cumple con los requisitos de salud exigidos?","Puede ser considerado no apto para la admisión."
"¿Quién determina las fechas y horarios de los exámenes de admisión?","La Oficina de Procesos Académicos de Admisión."
"¿Qué sucede en caso de empate en la última vacante?","Se toman en cuenta los criterios de desempate establecidos en el reglamento."
"¿Qué documentos debe presentar un ingresante para la incorporación?","Certificados de estudios, DNI o pasaporte, y otros documentos solicitados por UTEC."
"¿Cuál es la duración del proceso de admisión?","Desde la convocatoria hasta la publicación de resultados."
"¿Cómo se publican los resultados del proceso de admisión?","A través de la página web de UTEC y/o medios que determine la universidad."
"¿Qué es una 'vacante' según el reglamento?","Es el número de puestos disponibles para nuevos estudiantes en cada carrera."
"¿Cómo se calcula el puntaje en el examen de admisión?","Según los criterios establecidos por la Oficina de Procesos Académicos de Admisión."
"¿Es posible apelar los resultados del examen de admisión?","Sí, siguiendo el procedimiento establecido en el reglamento."
"¿Qué pasa si un postulante no se presenta al examen de admisión?","Se considera como no apto y pierde su derecho a la vacante."
"¿Puede un postulante reservar su vacante para otro ciclo académico?","Sujeto a las condiciones y procedimientos establecidos por UTEC."
"¿Qué sucede si un ingresante no cumple con el proceso de matrícula?","Pierde su derecho a la vacante y debe postular nuevamente."
"¿Cómo se manejan los casos de empate en el puntaje de admisión?","Se aplican criterios adicionales definidos en el reglamento."
"¿Qué criterios se consideran para el traslado externo?","Rendimiento académico, motivos del traslado y cupos disponibles en la carrera."
"¿Qué sucede si un ingresante no entrega la documentación requerida a tiempo?","Puede perder su vacante y ser reemplazado por otro postulante."
"¿Cuáles son las sanciones por cometer fraude en el examen de admisión?","Anulación de la postulación y prohibición de postular en futuros procesos."
"¿Existe alguna disposición especial para postulantes con discapacidad?","Sí, se consideran medidas de acceso y adecuaciones necesarias."
"¿Cómo se manejan las quejas y reclamos en el proceso de admisión?","A través de procedimientos establecidos por la universidad."
"¿Qué criterios se utilizan para la selección de postulantes?","Capacidad académica, aptitud vocacional y cumplimiento de requisitos."
"¿Qué ocurre si un postulante incumple las normas de conducta durante el examen?","Puede ser retirado del examen y sancionado según el reglamento."
"¿Cómo se determina el número de vacantes por carrera?","En función de la capacidad académica y la infraestructura disponible."
"¿Qué procedimiento sigue un postulante para solicitar una revisión de examen?","Presentar una solicitud formal según lo establecido en el reglamento."
"¿Qué sucede si un postulante no aprueba el examen de admisión?","No podrá ingresar a UTEC en ese ciclo y deberá postular nuevamente si lo desea."
"¿Cuáles son las disposiciones finales del reglamento?","Normas y cláusulas que regulan aspectos no contemplados en los apartados anteriores."
"¿Qué tipos de becas ofrece UTEC para nuevos estudiantes?","Becas por mérito académico y becas por necesidad económica."
"¿Cómo se realiza el proceso de selección para las becas?","Mediante la evaluación de méritos académicos y la situación económica del postulante."
"¿Cuál es el criterio para mantener una beca durante la carrera?","Mantener un rendimiento académico satisfactorio y cumplir con los requisitos de la beca."
"¿Se puede cambiar de carrera una vez ingresado a UTEC?","Sí, pero está sujeto a las políticas de cambio de carrera y disponibilidad de vacantes."
"¿Qué sucede con la matrícula si un estudiante decide retirarse del semestre?","Depende de las políticas de retiro de la universidad y puede afectar su historial académico."
"¿Hay límites de edad para postular a UTEC?","No, UTEC no establece límites de edad para sus postulantes."
"¿Qué recursos de aprendizaje ofrece UTEC a sus estudiantes?","Biblioteca, laboratorios especializados, tutorías y acceso a plataformas educativas."
"¿Cuál es la política de UTEC respecto al acoso y la discriminación?","UTEC tiene una política de cero tolerancia hacia el acoso y la discriminación."
"¿Cómo pueden los estudiantes internacionales postular a UTEC?","A través de la modalidad de admisión por convenio internacional o cumpliendo los requisitos generales de admisión."
"¿Ofrece UTEC programas de intercambio con otras universidades?","Sí, UTEC tiene convenios de intercambio con varias universidades internacionales."
"¿Qué es el periodo de postulación en el CURSO RLE?","El periodo de postulación es el tiempo previo al desarrollo del Curso de Proyecto Preprofesional (RLE), iniciando con el cumplimiento de 100 créditos académicos."
"¿Qué se entiende por ciclo de ejecución del curso en el CURSO RLE?","El ciclo de ejecución del curso es el ciclo académico en el que el estudiante lleva a cabo el Curso de Proyecto Preprofesional RLE, pudiendo ser en un ciclo académico extraordinario o regular."
"¿Cuál es el rol del docente en el CURSO RLE?","El docente acompaña y asesora al estudiante durante el desarrollo del Curso de Proyecto Preprofesional RLE."
"¿Qué es el Conecto en el contexto del CURSO RLE?","Conecto es un portal laboral de la UTEC que permite postular a oportunidades y registrar la ficha de proyecto RLE una vez cumplidos los requisitos."
"¿Qué duración tienen los proyectos RLE?","Los proyectos RLE deben tener una duración de 128 horas lectivas en 16 semanas y un mínimo de 480 horas no lectivas."
"¿Cuáles son los criterios para considerar un proyecto como parte del CURSO RLE?","Los criterios incluyen que el proyecto sea de ingeniería o ciencia de la computación, con tareas específicas no rutinarias, entregables concretos, y relacionados a la carrera de manera directa o tangencial."
"¿Qué requisitos debe cumplir un estudiante para postular a oportunidades RLE?","Para postular, el estudiante debe haber completado las Sesiones de Preparación en CANVAS, participado en una sesión de KICK-OFF, aprobar 100 créditos académicos, tener una ficha de proyecto aprobada y estar matriculado en el ciclo académico regular anterior al desarrollo del CURSO."
"¿Cuáles son las modalidades de proyecto RLE disponibles?","Las modalidades de proyecto RLE incluyen RLE en Empresa o Institución, RLE Investigación y RLE Emprendimiento."
"¿Qué implica la convalidación de prácticas preprofesionales por el CURSO RLE?","La convalidación de prácticas preprofesionales por el CURSO implica que el estudiante puede acreditar un período de prácticas como parte de su formación académica en el CURSO RLE."
"¿Qué tipo de evaluaciones se realizan en el CURSO RLE?","Las evaluaciones en el CURSO RLE incluyen asistencia a sesiones de coaching, promedio de quizzes de seminarios, asistencia a sesiones con speakers, plan de trabajo del proyecto, informe de proyecto parcial y final."
"¿Qué es el 'Real Life Experience - RLE' en el contexto de la UTEC?","Es un curso de proyecto preprofesional ofrecido por la UTEC, enfocado en el desarrollo de proyectos de investigación, emprendimiento o en empresas, tanto en Perú como en el extranjero."
"¿Cuál es el objetivo del CURSO RLE?","El objetivo es facilitar el desarrollo personal, profesional y social de los estudiantes a través de la realización de proyectos preprofesionales."
"¿Cuáles son las Sesiones de Preparación en el CURSO RLE?","Son sesiones virtuales con 6 módulos asíncronos, totalizando 85 horas lectivas, que se ejecutan antes del octavo ciclo."
"¿Qué requisitos son necesarios para la convalidación de prácticas preprofesionales por el CURSO RLE?","Para la convalidación, es necesario gestionar la documentación que acredite el vínculo laboral, presentar la documentación correspondiente hasta la tercera semana del ciclo académico y culminar el CURSO con una nota mínima de 11."
"¿Qué modalidades de proyecto RLE se ofrecen?","Las modalidades incluyen RLE en Empresa o Institución, RLE Investigación y RLE Emprendimiento."
"¿Cómo se realiza la postulación a oportunidades RLE?","La postulación se realiza identificando y postulando a oportunidades RLE a través de identificación personal, participación en convocatorias o a través de la plataforma de empleo de UTEC."
"¿Cuál es la duración de los proyectos RLE?","Los proyectos deben tener una duración de 128 horas lectivas en 16 semanas y un mínimo de 480 horas no lectivas."
"¿Qué criterios se utilizan para evaluar los proyectos RLE?","Los criterios de evaluación incluyen la relevancia y calidad del proyecto, el cumplimiento de objetivos, la innovación y creatividad, así como la aplicación de conocimientos adquiridos."
"¿Cuáles son las responsabilidades de los estudiantes en el CURSO RLE?","Las responsabilidades incluyen asistir a todas las sesiones de formación, cumplir con las horas lectivas y no lectivas requeridas, presentar informes periódicos y finales, y cumplir con los objetivos del proyecto."
"¿Cómo se manejan las situaciones de incumplimiento en el CURSO RLE?","En casos de incumplimiento, se aplicarán medidas correctivas que pueden incluir la reprogramación del proyecto, la asignación de un nuevo proyecto o la desaprobación del curso."
"¿Qué tipo de soporte ofrece la UTEC durante el CURSO RLE?","La UTEC ofrece soporte a través de asesoramiento por parte de docentes, acceso a recursos y herramientas académicas, y orientación en el desarrollo del proyecto."
"¿Cómo se seleccionan los proyectos para el CURSO RLE?","Los proyectos se seleccionan basándose en su relevancia para la carrera del estudiante, el impacto potencial, y la factibilidad de su implementación."
"¿Cuáles son los beneficios de completar el CURSO RLE?","Los beneficios incluyen la adquisición de experiencia práctica, el desarrollo de habilidades profesionales y personales, y la oportunidad de aplicar conocimientos teóricos en un entorno real."
"¿Qué criterios se deben cumplir para la aprobación del CURSO RLE?","Para la aprobación, se requiere la finalización exitosa de todas las horas lectivas y no lectivas, la presentación de informes satisfactorios y el cumplimiento de los objetivos del proyecto."
"¿Cómo se maneja la confidencialidad en los proyectos RLE?","La confidencialidad se maneja mediante acuerdos de no divulgación y respetando las políticas de privacidad y protección de datos de las empresas o instituciones involucradas."
"¿Existe alguna restricción en la elección de proyectos para el CURSO RLE?","Las restricciones pueden incluir la relevancia con la carrera, la factibilidad, y el cumplimiento de estándares éticos y profesionales."
"¿Qué tipo de seguimiento se realiza durante el CURSO RLE?","El seguimiento incluye revisiones periódicas del progreso, reuniones con el asesor, y la evaluación de entregables parciales y finales."
"¿Qué ocurre si un estudiante no completa satisfactoriamente el CURSO RLE?","Si un estudiante no completa satisfactoriamente el curso, puede enfrentar la reprogramación del proyecto, la necesidad de realizar un nuevo proyecto, o en algunos casos, la desaprobación del curso."
"¿Cómo se integra el CURSO RLE con el resto del plan de estudios de la UTEC?","El CURSO RLE se integra como una parte esencial de la formación práctica y profesional, complementando los conocimientos teóricos adquiridos en otros cursos."
"¿Qué papel juegan las empresas o instituciones en los proyectos RLE?","Las empresas o instituciones juegan un papel crucial al proporcionar un entorno real para la aplicación de conocimientos, ofrecer mentoría y supervisión, y en algunos casos, facilitar recursos para el desarrollo del proyecto."
"¿Qué regula el Reglamento Académico 2023 de UTEC?","Regula los aspectos académicos generales de las actividades desarrolladas en UTEC en todas sus modalidades de estudios para programas de pregrado."
"¿Quiénes deben cumplir y respetar el Reglamento Académico de UTEC?","Es obligatorio para estudiantes, profesores, personal administrativo y autoridades de UTEC."
"¿Qué son las 'Asignaturas' según el reglamento de UTEC?","Las asignaturas son los cursos que conforman el plan de estudios de las carreras profesionales en UTEC."
"¿Cómo se define un 'Estudiante' según el reglamento de UTEC?","Un estudiante es aquel que está matriculado en UTEC, ya sea en modalidad presencial, semipresencial o a distancia, de manera regular o no."
"¿Qué es el 'Ciclo de estudios' en UTEC?","Son los bloques en los que se divide el plan de estudios de cada carrera profesional en UTEC."
"¿Qué implica la matrícula en UTEC según el reglamento?","La matrícula es el procedimiento por el cual un ingresante o estudiante de UTEC se inscribe en las asignaturas que desea estudiar según el reglamento."
"¿Cuáles son los criterios para la matrícula en UTEC?","La matrícula procede si se cumplen todos los requisitos de UTEC, incluyendo no tener deudas ni materiales pendientes de devolución."
"¿Qué condiciones debe cumplir un estudiante para matricularse en asignaturas en UTEC?","Debe matricularse en asignaturas de su carrera, cumpliendo los requisitos previos y eligiendo entre asignaturas obligatorias y electivas disponibles."
"¿Cómo se maneja el retiro de asignaturas en UTEC?","El retiro de asignaturas se realiza formalmente con consecuencias académicas y económicas, y está sujeto a plazos establecidos en el calendario académico."
"¿Qué sucede si un estudiante desaprueba una asignatura tres veces en UTEC?","Será separado de manera definitiva y automática de UTEC, sin poder matricularse o volver a postular."
"¿Qué es el vínculo jurídico de la matrícula en UTEC?","Es un compromiso donde UTEC asume la obligación de formar a sus estudiantes según el plan de estudio, y los estudiantes se comprometen a cumplir con los reglamentos establecidos."
"¿Qué sucede si un estudiante no se matricula o se retira de un ciclo en UTEC?","Obtiene automáticamente una reserva de matrícula con una vigencia de 3 años o 6 ciclos académicos, pudiendo acceder a instalaciones y servicios de UTEC de manera limitada."
"¿Cómo se maneja el retiro del ciclo académico en UTEC?","El retiro del ciclo académico se realiza formalmente con consecuencias académicas y económicas, y solo se permite en dos ocasiones durante la carrera de pregrado."
"¿Qué es la 'Incorporación de asignaturas' en UTEC?","Es el proceso donde el estudiante puede añadir asignaturas a su matrícula durante la matrícula complementaria, sujeto a la existencia de vacantes en la asignatura requerida."
"¿Cómo se define el 'Retiro de UTEC'?","Es el procedimiento donde el estudiante solicita formalmente su retiro definitivo de UTEC, perdiendo todos sus derechos como estudiante."
"¿Qué implica el abandono en UTEC?","El abandono ocurre cuando el estudiante deja de asistir a clases o rendir evaluaciones sin haber obtenido una aceptación formal a su solicitud de retiro, llevando a desaprobar asignaturas o el ciclo."
"¿Cuántos ciclos académicos comprenden los estudios de pregrado en UTEC?","Los estudios de pregrado en UTEC comprenden 10 ciclos académicos."
"¿Cómo se evalúa a los estudiantes en UTEC?","UTEC tiene un sistema de evaluación que evalúa objetivamente las capacidades, conocimientos y competencias adquiridas por el estudiante durante la asignatura."
"¿Cómo funciona el sistema de calificación en UTEC?","El sistema de calificación usa una escala de 0 a 20, siendo 11 la nota mínima aprobatoria."
"¿Qué es la convalidación de asignaturas en UTEC?","La convalidación es el acto por el cual UTEC hace valer las asignaturas estudiadas previamente por el estudiante en otras instituciones educativas."
"¿Qué requisitos debe cumplir un estudiante para ser considerado egresado en UTEC?","Debe aprobar el plan de estudios, cumplir requisitos académicos, realizar prácticas preprofesionales, acreditar conocimiento de un idioma extranjero y cumplir con todas las obligaciones y compromisos con UTEC."
"¿Cómo se obtiene el grado académico de bachiller en UTEC?","Se obtiene luego de adquirir la condición de egresado y cumplir con los requisitos establecidos en el Reglamento de Grados y Títulos."
"¿Qué se requiere para obtener el título profesional en UTEC?","Se requiere la condición de egresado, el grado de bachiller y la aprobación de una tesis, además de los requisitos del Reglamento de Grados y Títulos."
"¿Qué sucede si un estudiante no cumple con los requisitos para el retiro de UTEC?","El estudiante debe asumir el pago de las cuotas vencidas hasta el momento de solicitar el trámite de retiro."
"¿Cuál es la duración de un ciclo académico regular en UTEC?","Cada ciclo académico regular de UTEC tiene una duración de 16 semanas, incluyendo clases de teoría, práctica, exámenes parciales y finales."
"¿Qué es el ciclo académico extraordinario en UTEC?","Es un ciclo adicional que UTEC puede ofrecer entre enero y marzo, destinado a dictar asignaturas que completen el número mínimo de matriculados requerido."
"¿Cómo se maneja la asistencia en UTEC?","La asistencia a clases, laboratorios, talleres y otras actividades académicas es obligatoria y fundamental para el aprendizaje del estudiante en UTEC."
"¿Qué es un crédito académico en UTEC?","Un crédito académico es la unidad de medida que representa las horas lectivas y no lectivas necesarias para el logro de los objetivos de cada asignatura."
"¿Cómo se estructura el plan de estudios en UTEC?","El plan de estudios en UTEC es flexible e incluye requisitos previos, créditos académicos y el carácter obligatorio o electivo de cada asignatura."
"¿Qué es la convalidación de asignaturas en UTEC?","La convalidación es el proceso mediante el cual UTEC reconoce y valida las asignaturas estudiadas por el estudiante en otras instituciones educativas."
"¿Cuáles son los criterios de UTEC para convalidar una asignatura?","UTEC convalida una asignatura si esta cumple con un creditaje similar al menos el 75% de los temas del sílabo de UTEC o mediante un examen de competencias."
"¿Qué requisitos debe cumplir un estudiante para obtener el grado de bachiller en UTEC?","Para obtener el grado de bachiller, el estudiante debe completar todos los créditos del plan de estudios, cumplir requisitos académicos y administrativos."
"¿Cómo se obtiene el título profesional en UTEC?","Para obtener el título profesional, se requiere haber alcanzado el grado de bachiller y la aprobación de una tesis o trabajo equivalente."
"¿Qué pasa si un estudiante de UTEC abandona sus estudios?","Si un estudiante abandona sus estudios sin una solicitud formal de retiro, desaprobará las asignaturas matriculadas y seguirá siendo responsable de las obligaciones económicas."
"¿Cuál es la política de retiro de asignaturas en UTEC?","Los estudiantes pueden retirarse de asignaturas, excepto en el primer ciclo, donde deben mantener un mínimo de 12 créditos."
